Indicator,Reporting Economy,Partner Economy,Product/Sector Code,Product/Sector,Period,Unit,Year,Value
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2005,1025.232477
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2002,786.190646
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2018,697.533844
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2016,544.908829
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2017,679.418417
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2015,620.188314
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2012,890.352116
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2011,998.394499
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2014,790.349105
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2013,814.95351
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2010,923.920249
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2009,631.822642
Export,Indonesia,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2007,791.358781
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2008,3191.616811
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2004,3038.086
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2005,3026.321
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2006,2898
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2003,2777.564
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2002,3413.769
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2007,2701.568765
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2009,3904.611388
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2010,4651.012057
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2014,3433.105643
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2015,2891.689797
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2016,2563.549808
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2017,2115.328577
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2019,2581.99139
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2018,2473.744304
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2011,4680.648023
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2012,4387.305752
Export,Indonesia,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2013,3993.354062
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2017,8263.966725
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2016,7448.727038
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2008,4353.540844
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2002,820.082
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2004,1008.308
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2003,823.127
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2006,2845
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2005,1671.586
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2012,6564.0609
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2011,5375.636546
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2015,6655.150709
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2014,6779.86229
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2013,6595.527169
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2010,4726.532898
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2009,3652.291412
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2007,3525.732436
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2018,9026.730137
Export,Indonesia,World,MAMTTE,Transport equipment,Annual,Million US dollar,2019,9801.21951
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2008,3674.528238
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2007,3829.093539
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2010,4144.267497
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2009,3208.238134
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2012,4541.187296
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2011,4791.139208
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2014,4724.674307
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2013,4632.161944
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2016,4104.79086
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2015,4392.61141
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2017,4042.924355
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2018,4008.37055
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2019,3693.995236
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2004,2960.759
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2005,3352.914
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2006,3614
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2003,2920.971
Export,Indonesia,World,MATE,Textiles,Annual,Million US dollar,2002,2909.186
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2008,50622.10015
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2005,32249.501
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2006,37610
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2004,24253.277
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2003,21325.971
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2002,18193.032
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2007,41364.19608
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2009,43541.79589
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2010,62215.70937
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2014,59461.05302
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2015,42883.27468
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2017,46916.87025
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2016,36178.66969
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2018,54393.05026
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2019,43862.20894
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2013,70230.90641
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2012,75296.2133
Export,Indonesia,World,MI,Fuels and mining products,Annual,Million US dollar,2011,84225.98739
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2006,27619
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2012,63371.40733
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2014,51125.93408
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2013,57395.78479
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2016,27870.68505
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2015,34648.56399
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2018,42008.1744
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2017,36864.52955
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2019,34725.90826
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2005,24730.792
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2003,17734.782
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2004,21398.043
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2002,15091.522
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2010,46764.79687
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2009,32945.93771
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2011,68912.252
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2007,29210.40175
Export,Indonesia,World,MIFU,Fuels,Annual,Million US dollar,2008,39779.57032
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2018,51650.32831
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2017,48554.66116
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2016,44266.55512
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2015,42595.67808
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2019,51661.9126
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2006,29887.14297
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2005,27338.75438
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2004,25921.30758
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2003,22290.33213
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2002,18836.52098
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2011,44044.3838
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2012,42748.55673
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2013,46150.11434
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2010,38626.76495
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2009,36276.2846
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2008,41051.57302
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2007,35370.69228
Export,Italy,World,AG,Agricultural products,Annual,Million US dollar,2014,47484.7525
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2019,48098.662
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2018,47811.34866
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2017,44937.55676
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2004,23512.55709
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2003,20363.264
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2002,17095.25929
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2011,40089.58484
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2007,32085.17014
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2008,37529.30748
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2006,27126.49019
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2005,24947.82566
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2010,35287.17164
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2009,33396.54453
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2012,39105.10327
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2013,42411.33614
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2014,43791.31217
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2015,39394.94707
Export,Italy,World,AGFO,Food,Annual,Million US dollar,2016,40975.40169
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2006,357688.7368
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2007,427548.1545
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2008,456422.8693
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2009,339963.0896
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2010,367190.3207
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2017,420779.9308
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2018,454465.7024
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2016,385706.2753
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2015,380034.8681
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2013,422334.367
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2014,437913.2204
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2011,425141.9846
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2012,399955.1967
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2019,435350.3603
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2002,223132.394
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2003,258183.5324
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2005,322158.5956
Export,Italy,World,MA,Manufactures,Annual,Million US dollar,2004,309672.8164
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2017,66304.23308
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2018,72028.78148
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2019,75506.42665
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2015,55918.03583
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2016,58182.35821
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2014,66331.01233
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2013,63493.11411
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2011,59504.07645
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2012,57742.73838
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2010,51678.28413
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2009,45488.826
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2008,54545.13385
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2007,51030.65377
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2003,30691.58637
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2004,36110.42617
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2005,40032.23035
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2006,43925.0015
Export,Italy,World,MACH,Chemicals,Annual,Million US dollar,2002,26340.67332
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2009,16072.76978
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2010,17620.24635
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2007,15648.44791
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2008,16649.81279
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2011,20432.57839
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2017,26949.94231
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2019,35309.9339
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2018,29413.5937
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2016,22717.84819
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2013,24938.06326
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2014,26723.31884
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2012,21283.53697
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2015,21138.63166
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2005,13153.94124
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2006,14043.94228
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2004,11269.3985
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2003,10248.65494
Export,Italy,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2002,8966.018562
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2015,21248.35559
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2014,25195.24825
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2017,23382.63844
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2018,25716.107
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2019,26181.17064
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2011,23272.55612
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2012,22165.58632
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2013,23739.85689
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2016,21793.60229
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2010,20122.13978
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2009,19637.66741
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2006,20035.10901
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2007,23249.07142
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2008,25256.78049
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2005,18655.25283
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2004,18279.02575
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2003,16622.29926
Export,Italy,World,MACL,Clothing,Annual,Million US dollar,2002,14642.64952
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2018,22098.14721
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2017,19436.1849
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2015,16682.08491
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2016,16543.95606
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2014,21337.12099
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2013,21406.21809
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2003,8632.12995
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2002,6965.120004
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2004,13653.22756
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2005,15645.65098
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2006,19807.83354
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2007,25766.00087
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2008,29296.69313
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2019,20101.67369
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2012,23326.22902
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2009,15831.26844
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2010,19343.19541
Export,Italy,World,MAIS,Iron and steel,Annual,Million US dollar,2011,25072.25225
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2015,166923.6031
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2016,169588.0655
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2014,187420.4866
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2017,183853.4603
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2018,197641.7661
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2019,181652.4408
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2013,179913.3277
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2012,171751.6141
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2011,184621.8842
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2008,205701.5948
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2009,151088.4646
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2007,190630.0084
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2006,155439.9097
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2010,160068.8753
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2004,134467.8065
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2005,139431.594
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2002,95154.89155
Export,Italy,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2003,111032.3901
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2017,42242.72438
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2016,37675.16412
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2015,36209.94608
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2014,36415.29812
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2013,34945.04933
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2018,43867.73387
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2019,39439.51457
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2006,31430.23085
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2005,27540.83685
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2003,23209.82482
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2004,27091.688
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2002,18628.74422
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2008,39937.64453
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2007,38584.3322
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2009,25256.42863
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2012,32029.67419
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2011,34729.9287
Export,Italy,World,MAMTAU,Automotive products,Annual,Million US dollar,2010,29787.12697
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2019,10406.98487
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2018,10860.20117
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2002,8982.978532
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2007,11153.34074
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2008,10482.55232
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2009,8256.48539
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2010,9566.319064
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2004,10999.43263
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2003,9535.142921
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2005,11268.27807
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2006,11072.01351
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2011,10899.39648
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2013,9240.119671
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2012,9409.750675
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2014,8850.443016
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2015,8672.103559
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2016,8613.120188
Export,Italy,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2017,9538.629848
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2005,2563.169891
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2004,2565.668967
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2003,2698.472029
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2002,2536.459392
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2011,3367.405399
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2010,2171.022475
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2009,1945.175665
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2013,3358.949709
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2012,3410.606439
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2014,3248.166973
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2015,2877.446526
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2017,3187.708532
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2016,2907.184285
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2018,3164.861977
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2019,3144.425424
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2008,2407.065018
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2007,2483.886643
Export,Italy,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2006,2148.228209
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2003,3133.902482
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2004,3645.074436
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2002,2826.757459
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2005,3258.415825
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2018,2322.286535
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2019,2201.722356
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2016,1850.52968
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2017,2019.391014
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2015,1809.141017
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2014,1867.885217
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2013,2385.516104
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2012,2513.616385
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2010,2479.503719
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2011,2691.931994
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2008,2678.766482
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2009,2020.522322
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2007,3030.399624
Export,Italy,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2006,3277.462925
Export,Italy,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2019,5060.837095
Export,Italy,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2018,5373.05266
Export,Italy,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2015,3985.516016
